InventoryId;EpcSerial;Product
108366;50000005555;167CB110760D8E0F
108366;50000005820;167CB110760D8E0F
108366;50000000015;84DA5982FB594BA3
108366;50000000212;84DA5982FB594BA3
108366;50000000068;1E29D0DEC39C4DDC
108366;50000000759;1E29D0DEC39C4DDC
108366;50000000765;1E29D0DEC39C4DDC
108366;50000000806;1E29D0DEC39C4DDC
108366;50000000832;1E29D0DEC39C4DDC
108366;50000000840;1E29D0DEC39C4DDC
108366;50000000842;1E29D0DEC39C4DDC
108366;50000000939;2395ABFA2290188B
108366;50000003282;2395ABFA2290188B
108366;50000003348;2395ABFA2290188B
108366;50000003420;2395ABFA2290188B
108366;50000003430;2395ABFA2290188B
108366;50000003438;2395ABFA2290188B
108366;90005002157;FEACCC111DF96B00
108366;90005002279;FEACCC111DF96B00
108366;90005003266;FEACCC111DF96B00
108366;90005003752;FEACCC111DF96B00
108366;90005003771;FEACCC111DF96B00
108366;90005003940;FEACCC111DF96B00
108366;50001382817;1F8943FA7C1304AE
108366;50001382818;1F8943FA7C1304AE
108366;50001382828;1F8943FA7C1304AE
108366;50001382886;1F8943FA7C1304AE
108366;90005005476;1F8943FA7C1304AE
108366;50000000189;364E89AD5A020B0B
108366;50000000206;364E89AD5A020B0B
108366;50007270672;364E89AD5A020B0B
108366;50001382900;1F8943FA7C1304AE
108366;50001383032;1F8943FA7C1304AE
108366;50001408948;1F8943FA7C1304AE
108366;50001408949;1F8943FA7C1304AE
108366;50001417231;1F8943FA7C1304AE
108366;90005015479;1F8943FA7C1304AE
108366;90005015480;1F8943FA7C1304AE
108366;90005015981;1F8943FA7C1304AE
108366;50001469942;1F8943FA7C1304AE
108366;50001760128;1F8943FA7C1304AE
108366;90005010318;1F8943FA7C1304AE
108366;90005003819;1F8943FA7C1304AE
108366;90005004102;1F8943FA7C1304AE
108366;90005004354;1F8943FA7C1304AE
108366;50000000844;5EB64543BB600321
108366;50000000880;5EB64543BB600321
108366;50000000390;5EB64543BB600321
108366;50000000022;5EB64543BB600321
108366;50000000148;2395ABFA2290188B
108366;50000000368;2395ABFA2290188B
108366;50000001026;2395ABFA2290188B
108366;50000001958;2395ABFA2290188B
108366;50000002199;2395ABFA2290188B
108366;50000001587;2395ABFA2290188B
108366;50000003238;2395ABFA2290188B
108366;50000002814;2395ABFA2290188B
108366;50000002319;2395ABFA2290188B
108366;50000002436;2395ABFA2290188B
108366;50000002388;2395ABFA2290188B
108366;50000002447;2395ABFA2290188B
108366;50000002943;2395ABFA2290188B
108366;50000003084;2395ABFA2290188B
108366;50000000280;2395ABFA2290188B
108366;50000001956;2395ABFA2290188B
108366;50000001968;2395ABFA2290188B
108366;50000000618;2395ABFA2290188B
108366;50000000063;1E29D0DEC39C4DDC
108366;50000000012;1E29D0DEC39C4DDC
108366;50000000036;1E29D0DEC39C4DDC
108366;50000000056;1E29D0DEC39C4DDC
108366;50000000061;1E29D0DEC39C4DDC
108366;50000000065;1E29D0DEC39C4DDC
108366;50000000066;1E29D0DEC39C4DDC
108366;50000000170;1E29D0DEC39C4DDC
108366;50000000084;1E29D0DEC39C4DDC
108366;50000000288;1E29D0DEC39C4DDC
108366;50000000404;1E29D0DEC39C4DDC
108366;50000000114;1E29D0DEC39C4DDC
108366;50000000379;1E29D0DEC39C4DDC
108366;50000000669;1E29D0DEC39C4DDC
108366;50000000040;1E29D0DEC39C4DDC
108366;50000000079;1E29D0DEC39C4DDC
108366;50000000116;1E29D0DEC39C4DDC
108366;50000000126;1E29D0DEC39C4DDC
108366;50000000215;1E29D0DEC39C4DDC
108366;50000000232;1E29D0DEC39C4DDC
108366;50000000000;1E29D0DEC39C4DDC
108366;50000000075;1E29D0DEC39C4DDC
108366;50000000087;1E29D0DEC39C4DDC
108366;50000000168;1E29D0DEC39C4DDC
108366;50000000789;1E29D0DEC39C4DDC
108366;50000000035;1E29D0DEC39C4DDC
108366;50000000030;364E89AD5A020B0B
108366;50000000100;364E89AD5A020B0B
108366;50000000250;364E89AD5A020B0B
108366;50000000254;364E89AD5A020B0B
108366;50000000293;364E89AD5A020B0B
108366;50000000354;364E89AD5A020B0B
108366;50000000065;364E89AD5A020B0B
108366;50000000257;364E89AD5A020B0B
108366;50000000261;364E89AD5A020B0B
108366;50000000068;364E89AD5A020B0B
108366;90005002118;D3B061470F8F593B
108366;90005003175;D3B061470F8F593B
108366;90005003484;D3B061470F8F593B
108366;90005003505;D3B061470F8F593B
108366;90005003553;D3B061470F8F593B
108366;90005003837;D3B061470F8F593B
108366;90005002991;D3B061470F8F593B
108366;90005003112;D3B061470F8F593B
108366;90005003130;D3B061470F8F593B
108366;90005003156;D3B061470F8F593B
108366;90005002830;D3B061470F8F593B
108366;90005003053;D3B061470F8F593B
108366;90005003717;D3B061470F8F593B
108366;90005003875;D3B061470F8F593B
108366;90005003908;D3B061470F8F593B
108366;90005000516;D3B061470F8F593B
108366;90005002438;D3B061470F8F593B
108366;90005001443;FEACCC111DF96B00
108366;90005001247;FEACCC111DF96B00
108366;90005003350;FEACCC111DF96B00
108366;90005003467;FEACCC111DF96B00
108366;90005004755;FEACCC111DF96B00
108366;90005001752;FEACCC111DF96B00
108366;90005001909;FEACCC111DF96B00
108366;90005001711;D3B061470F8F593B
108366;90005001840;D3B061470F8F593B
108366;90005010819;56DDFD9B0FE51A25
108366;90005010820;56DDFD9B0FE51A25
108366;90005010828;56DDFD9B0FE51A25
108366;90005011051;56DDFD9B0FE51A25
108366;90005011059;56DDFD9B0FE51A25
108366;90005011064;56DDFD9B0FE51A25
108366;90005011073;56DDFD9B0FE51A25
108366;90005011119;56DDFD9B0FE51A25
108366;90005011125;56DDFD9B0FE51A25
108366;90005011287;56DDFD9B0FE51A25
108366;90005011288;56DDFD9B0FE51A25
108366;90005011291;56DDFD9B0FE51A25
108366;90005011294;56DDFD9B0FE51A25
108366;90005011295;56DDFD9B0FE51A25
108366;90005011296;56DDFD9B0FE51A25
108366;90005011374;56DDFD9B0FE51A25
108366;90005011380;56DDFD9B0FE51A25
108366;90005011498;56DDFD9B0FE51A25
108366;90005011536;56DDFD9B0FE51A25
108366;90005012625;56DDFD9B0FE51A25
108366;90005014232;56DDFD9B0FE51A25
108366;90005014242;56DDFD9B0FE51A25
108366;90005014260;56DDFD9B0FE51A25
108366;90005014264;56DDFD9B0FE51A25
108366;90005014289;56DDFD9B0FE51A25
108366;90005014291;56DDFD9B0FE51A25
108366;90005014344;56DDFD9B0FE51A25
108366;90005014362;56DDFD9B0FE51A25
108366;50000004389;6E27A7460CADBB9A
108366;90005012292;6E27A7460CADBB9A
108366;90005012349;6E27A7460CADBB9A
